SUBSTÂNCIA;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO
CLORIDRATO DE IRINOTECANO TRIIDRATADO;508012080094006;1004308910034;7891317470821;    -     ;    -     ;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;506721020091104;1029805470011;7896676437508;    -     ;    -     ;IRO;20 MG/ML SOL DIL INFUS CT FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519513090021504;1064601930012;7898149939120;    -     ;    -     ;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519513090021104;1064601930020;7898149939137;    -     ;    -     ;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519513090021204;1064601930039;7898149939144;    -     ;    -     ;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519513090021304;1064601930047;7898149939151;    -     ;    -     ;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519513090021404;1064601930055;7898149939168;    -     ;    -     ;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519513090021004;1064601930063;7898149939175;    -     ;    -     ;TREBYXAN;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519519120029407;1064602160016;7898943602695;    -     ;    -     ;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519519120029507;1064602160024;7898943602787;    -     ;    -     ;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519519120029607;1064602160032;7898943602794;    -     ;    -     ;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519519120029707;1064602160040;7898943602701;    -     ;    -     ;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519519120029807;1064602160059;7898943602800;    -     ;    -     ;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;519519120029907;1064602160067;7898943602817;    -     ;    -     ;CAMPTRIX;20 MG/ML SOL DIL INFUS IV CT 50 FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;504420080066307;1163701590017;7896014665143;    -     ;    -     ;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;504420080066607;1163701590025;7896014665150;    -     ;    -     ;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS  IV CT 10 FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;504420080066407;1163701590033;7896014665167;    -     ;    -     ;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;504420080066507;1163701590041;7896014665174;    -     ;    -     ;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL DIL INFUS IV CT 10 FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;537501201158418;1557300120010;7898919602582;    -     ;    -     ;TEVAIRINOT;20 MG/ML SOL INJ  IV CT FA VD AMB X 2 ML 
CLORIDRATO DE IRINOTECANO TRIIDRATADO;537501202154416;1557300120029;7898919602179;    -     ;    -     ;TEVAIRINOT;20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;569921030001704;1650700090010;7908101200233;    -     ;    -     ;IRNO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;569921030001804;1650700090029;7908101200240;    -     ;    -     ;IRNO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;569921060002906;1650700140018;7908101200349;    -     ;    -     ;CLORIDRATO DE IRINOTECANO TRIIDRATADO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 2 ML
CLORIDRATO DE IRINOTECANO TRIIDRATADO;569921060003006;1650700140026;7908101200356;    -     ;    -     ;CLORIDRATO DE IRINOTECANO TRIIDRATADO;20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML
CLORIDRATO DE ISOTIPENDIL;500507701161415;1057303240023;7896658005190;    -     ;    -     ;ANDANTOL;7,5 MG/G GEL CT BG AL X 40 G
CLORIDRATO DE ISOXSUPRINA;501601101111312;1011800880014;7896637022316;    -     ;    -     ;INIBINA;10 MG COM CT BL AL PLAS INC X 20
CLORIDRATO DE ISOXSUPRINA;501601102150311;1011800880022;7896637022330;    -     ;    -     ;INIBINA;5 MG/ML SOL INJ CT 5 AMP X 2 ML
CLORIDRATO DE ISOXSUPRINA;501612080014803;1011800880038;7896637024020;    -     ;    -     ;INIBINA;10 MG COM CT BL AL PLAS INC X 30
CLORIDRATO DE ISOXSUPRINA;501601103157311;1011800880046;7896637022354;    -     ;    -     ;INIBINA;5 MG/ML SOL INJ CX 25 AMP X 2 ML
CLORIDRATO DE IVABRADINA;532721070043704;1052500900017;8903855080734;    -     ;    -     ;IVAHART;5 MG COM REV CT BL AL  AL X 8
CLORIDRATO DE IVABRADINA;532721070043904;1052500900025;8903855080741;    -     ;    -     ;IVAHART;5 MG COM REV CT BL AL  AL X 10
CLORIDRATO DE IVABRADINA;532721070044004;1052500900033;8903855080758;    -     ;    -     ;IVAHART;5 MG COM REV CT BL AL  AL X 30
CLORIDRATO DE IVABRADINA;532721070044104;1052500900041;8903855080765;    -     ;    -     ;IVAHART;5 MG COM REV CT BL AL  AL X 60
CLORIDRATO DE IVABRADINA;532721070044204;1052500900051;8903855082523;    -     ;    -     ;IVAHART;5 MG COM REV CT BL AL  AL X 90
CLORIDRATO DE IVABRADINA;532721070044304;1052500900068;8903855082530;    -     ;    -     ;IVAHART;5 MG COM REV CT BL AL  AL X 100
CLORIDRATO DE IVABRADINA;532721070043804;1052500900076;8903855080772;    -     ;    -     ;IVAHART;7,5 MG COM REV CT BL AL AL X 8
CLORIDRATO DE IVABRADINA;532721070044404;1052500900084;8903855080789;    -     ;    -     ;IVAHART;7,5 MG COM REV CT BL AL AL X 10
CLORIDRATO DE IVABRADINA;532721070044504;1052500900092;8903855080796;    -     ;    -     ;IVAHART;7,5 MG COM REV CT BL AL AL X 30
CLORIDRATO DE IVABRADINA;532721070044604;1052500900106;8903855080802;    -     ;    -     ;IVAHART;7,5 MG COM REV CT BL AL AL X 60
CLORIDRATO DE IVABRADINA;532721070044704;1052500900114;8903855082547;    -     ;    -     ;IVAHART;7,5 MG COM REV CT BL AL AL X 90
CLORIDRATO DE IVABRADINA;532721070044804;1052500900122;8903855082554;    -     ;    -     ;IVAHART;7,5 MG COM REV CT BL AL AL X 100
CLORIDRATO DE IVABRADINA;532722080050006;1052500930013;8903855085395;    -     ;    -     ;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 8
CLORIDRATO DE IVABRADINA;532722080050106;1052500930021;8903855085401;    -     ;    -     ;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 10
CLORIDRATO DE IVABRADINA;532722080050206;1052500930031;8903855085418;    -     ;    -     ;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 30
CLORIDRATO DE IVABRADINA;532722080050306;1052500930048;8903855085425;    -     ;    -     ;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 60
CLORIDRATO DE IVABRADINA;532722080050406;1052500930056;8903855085432;    -     ;    -     ;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 90
CLORIDRATO DE IVABRADINA;532722080050506;1052500930064;8903855085449;    -     ;    -     ;CLORIDRATO DE IVABRADINA;5 MG COM REV CT BL AL  AL X 100
CLORIDRATO DE IVABRADINA;532722080050606;1052500930072;8903855085456;    -     ;    -     ;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 8
CLORIDRATO DE IVABRADINA;532722080050706;1052500930080;8903855085463;    -     ;    -     ;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 10
CLORIDRATO DE IVABRADINA;532722080050806;1052500930099;8903855085470;    -     ;    -     ;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 30
CLORIDRATO DE IVABRADINA;532722080050906;1052500930102;8903855085487;    -     ;    -     ;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 60
CLORIDRATO DE IVABRADINA;532722080051006;1052500930110;8903855085494;    -     ;    -     ;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 90
CLORIDRATO DE IVABRADINA;532722080051106;1052500930129;8903855085500;    -     ;    -     ;CLORIDRATO DE IVABRADINA;7,5 MG COM REV CT BL AL AL X 100
CLORIDRATO DE IVABRADINA;531302101111218;1127800710030;7898029557116;    -     ;    -     ;PROCORALAN;5 MG COM REV CT BL AL PLAS INC X 28
CLORIDRATO DE IVABRADINA;531302102118216;1127800710057;7898029557123;    -     ;    -     ;PROCORALAN;5 MG COM REV CT BL AL PLAS INC X 56
CLORIDRATO DE IVABRADINA;531302104110212;1127800710091;7898029557147;    -     ;    -     ;PROCORALAN;7,5 MG COM REV CT BL AL PLAS INC X 28
CLORIDRATO DE IVABRADINA;531302103114214;1127800710111;7898029557154;    -     ;    -     ;PROCORALAN;7,5 MG COM REV CT BL AL PLAS INC X 56
CLORIDRATO DE LERCANIDIPINO;501623050043517;1011806410036;7896637033824;    -     ;    -     ;ZANIDIP;10 MG COM REV CT BL AL AL X 20
CLORIDRATO DE LERCANIDIPINO;501623050043617;1011806410044;7896637033831;    -     ;    -     ;ZANIDIP;10 MG COM REV CT BL AL AL X 30
CLORIDRATO DE LERCANIDIPINO;501623050043717;1011806410109;7896637033848;    -     ;    -     ;ZANIDIP;20 MG COM REV CT BL AL AL X 30
CLORIDRATO DE LERCANIDIPINO;541816060016306;1023511370037;7896004753089;    -     ;    -     ;CLORIDRATO DE LERCANIDIPINO;10 MG COM REV CT BL AL / AL X 30
CLORIDRATO DE LERCANIDIPINO;607023020083317;1181902470033;7895296344029;    -     ;    -     ;CLORIDRATO DE LERCANIDIPINO;10 MG COM REV CT BL AL / AL X 30
CLORIDRATO DE LERCANIDIPINO;607023020083417;1181902470084;7895296344043;    -     ;    -     ;CLORIDRATO DE LERCANIDIPINO;20 MG COM REV CT BL AL / AL X 30
CLORIDRATO DE LERCANIDIPINO;525014040104303;1832601500037;7896422508032;    -     ;    -     ;ZANIDIP;10 MG COM REV CT BL AL AL X 20
CLORIDRATO DE LERCANIDIPINO;525014040104403;1832601500045;7896422508049;    -     ;    -     ;ZANIDIP;10 MG COM REV CT BL AL AL X 30
CLORIDRATO DE LERCANIDIPINO;525012040100703;1832601500061;7896422512435;    -     ;    -     ;ZANIDIP;20 MG COM REV CT BL AL AL X 30
CLORIDRATO DE LEVAMISOL;514516020032103;1123633310061;7896212422616;    -     ;    -     ;ASCARIDIL;150 MG COM CT BL AL PLAS TRANS X 100
CLORIDRATO DE LEVAMISOL;514516020032003;1123633310086;7896212422647;    -     ;    -     ;ASCARIDIL;80 MG COM CT BL AL PLAS TRANS X 100
CLORIDRATO DE LEVAMISOL;514517020032703;1123633310140;7896212425297;    -     ;    -     ;ASCARIDIL;80 MG COM CT BL AL PLAS TRANS X 50
CLORIDRATO DE LEVOBUNOLOL;501000802174314;1014700410010;7897316800058;    -     ;    -     ;BETAGAN;5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML
CLORIDRATO DE LEVOBUNOLOL;501000801178316;1014700410029;7897316800065;    -     ;    -     ;BETAGAN;5 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML
CLORIDRATO DE LEVOBUNOLOL;506720040082417;1029804910018;7896676433210;    -     ;    -     ;B-TABLOCK;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML
CLORIDRATO DE LEVOBUNOLOL;506720040082517;1029804910026;7896676433203;    -     ;    -     ;B-TABLOCK;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML
CLORIDRATO DE LEVOBUNOLOL;523400102170419;1172500200016;7896180300015;    -     ;    -     ;B-TABLOCK;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 5 ML
CLORIDRATO DE LEVOBUNOLOL;523400101174410;1172500200024;7896180300022;    -     ;    -     ;B-TABLOCK;5 MG/ML SOL OFT CT FR GOT PLAS OPC X 10 ML
CLORIDRATO DE LEVOBUPIVACAÍNA;506711802158413;1029803150011;7896676410846;    -     ;    -     ;NOVABUPI (SEM VASOCONSTRITOR);2,5 MG/ML SOL INJ EPI CX 10 EST FA VD TRANS X 20 ML
CLORIDRATO DE LEVOBUPIVACAÍNA;506711803154411;1029803150028;7896676405095;    -     ;    -     ;NOVABUPI (SEM VASOCONSTRITOR);5,0 MG/ML SOL INJ EPI CX 10 EST FA VD TRANS X 20 ML
CLORIDRATO DE LEVOBUPIVACAÍNA;506711805157418;1029803150036;7896676410860;    -     ;    -     ;NOVABUPI (SEM VASOCONSTRITOR);7,5 MG/ML SOL INJ EPI CX 10 EST FA VD TRANS X 20 ML
CLORIDRATO DE LEVOBUPIVACAÍNA;506712001159411;1029803150044;7896676405101;    -     ;    -     ;NOVABUPI (SEM VASOCONSTRITOR);5,0 MG/ML SOL INJ IT CX 10 EST X 03 AMP VD TRANS X 4 ML
CLORIDRATO DE LEVOMEPROMAZINA;576720030060517;1832603160020;7896070601055;    -     ;    -     ;NEOZINE;40 MG/ML SOL OR CT FR GOT VD AMB X 20 ML
CLORIDRATO DE LIDOCAINA;509521070035017;1004102190036;7899498609061;    -     ;    -     ;CLORIDRATO DE LIDOCAINA;20 MG/ML SOL INJ CX 25 FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;506702901165117;1029802490011;7896676406351;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;2% GEL TOP CT BG AL X 30 G + APLIC
CLORIDRATO DE LIDOCAINA;506715306155412;1029803570027;7896676400670;    -     ;    -     ;XYLESTESIN;20 MG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;506715301153411;1029803570078;7896676400649;    -     ;    -     ;XYLESTESIN;10 MG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;506720020080607;1029803570094;7896676401967;    -     ;    -     ;XYLESTESIN;20 MG/ML SOL INJ CX 50 CARP PLAS TRANS X 1,8 ML
CLORIDRATO DE LIDOCAINA;506715305167417;1029803570116;7896676400366;    -     ;    -     ;XYLESTESIN;20 MG/G GEL CX 10 BG AL X 30 G + 10 APLIC
CLORIDRATO DE LIDOCAINA;506715307151410;1029803570124;7896676400359;    -     ;    -     ;XYLESTESIN;20 MG/ML SOL INJ CX 10 FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;506715304179411;1029803570167;7896676408195;    -     ;    -     ;XYLESTESIN;20 MG/G GEL CX 10 SER PRENC PLAST TRANS X 10 G
CLORIDRATO DE LIDOCAINA;506715020056403;1029803650020;7896676425925;    -     ;    -     ;XYLESTESIN ISOBÁRICO;20 MG/ML SOL INJ CX 10 AMP VD TRANS X 5 ML
CLORIDRATO DE LIDOCAINA;506715120061403;1029803650047;7896676425550;    -     ;    -     ;XYLESTESIN ISOBÁRICO;20 MG/ML SOL INJ CX 40 EST PLAS X 1 AMP VD TRANS X 5 ML
CLORIDRATO DE LIDOCAINA;511801801157411;1038700390068;7898122911822;    -     ;    -     ;HYPOCAÍNA;20 MG/ML SOL INJ EPI/IM CX  100 AMP VD TRANS X 5 ML
CLORIDRATO DE LIDOCAINA;511801802153418;1038700390106;7898122912997;    -     ;    -     ;HYPOCAÍNA;10 MG/ML SOL INJ EPI/IM CX 25 FA VD TRANS X 20 ML 
CLORIDRATO DE LIDOCAINA;511802901155115;1038700410018;7898122911808;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;20 MG/ML SOL INJ IV/IM CX 25 FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;511822030012406;1038700410026;7898122914335;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;20 MG/ML SOL INJ IV/IM CX 100 AMP VD TRANS X 5 ML
CLORIDRATO DE LIDOCAINA;541718010017017;1044001880011;7893454100555;    -     ;    -     ;LIDIAL;50 MG/G POM DERM CT BG AL X 25 G
CLORIDRATO DE LIDOCAINA;533007401157410;1049701110026;7896006263616;    -     ;    -     ;LIDOJET;20 MG/ML SOL INJ CX 12 AMP VD TRANS X 20 ML 
CLORIDRATO DE LIDOCAINA;533018120068303;1049701110056;7896006263623;    -     ;    -     ;LIDOJET;20 MG/ML SOL INJ CT 12 FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;533020120072607;1049701110064;7896006263630;    -     ;    -     ;LIDOJET;20 MG/ML SOL INJ CT 10 FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;512015120006103;1057501090011;7898168001211;    -     ;    -     ;LIDIAL;50 MG/G POM DERM CT BG AL X 25 G
CLORIDRATO DE LIDOCAINA;511606804150112;1134301020015;7898123905219;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;20 MG/ML SOL INJ CX 25 FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;511606803154114;1134301020023;7898123903833;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;20 MG/ML SOL INJ CX 100 AMP VD TRANS X 5 ML 
CLORIDRATO DE LIDOCAINA;511606802166119;1134301120011;7898123905660;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;20 MG/G GEL TOP CX 100 BG AL X 30G
CLORIDRATO DE LIDOCAINA;504413201151119;1163700680012;7896014682225;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;20 MG/ML SOL INJ CT FA VD TRANS X 20 ML 
CLORIDRATO DE LIDOCAINA;504413202156114;1163700680020;7896014682218;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;20 MG/ML SOL INJ CX 12 FA VD TRANS X 20 ML 
CLORIDRATO DE LIDOCAINA;505618100044417;1376401580010;7895858017095;    -     ;    -     ;XYLOCAINA;20 MG/G GEL URET CT BG AL X 30 G
CLORIDRATO DE LIDOCAINA;527904801164414;1410700560015;7898216361403;    -     ;    -     ;LABCAÍNA;50 MG/G POM DERM CT BG AL X 25 G
CLORIDRATO DE LIDOCAINA;527904802160412;1410700560074;7898216364930;    -     ;    -     ;LABCAÍNA;20 MG/G GEL TOP CT BG AL X 30 G
CLORIDRATO DE LIDOCAINA;527904803167410;1410700560082;7898216364961;    -     ;    -     ;LABCAÍNA;20 MG/G GEL TOP CX 100 BG AL X 30 G
CLORIDRATO DE LIDOCAINA;527920110038907;1410701180070;7898216360864;    -     ;    -     ;LIDOCAÍNA;20 MG/G GEL TOP CT BG AL X 30 G
CLORIDRATO DE LIDOCAINA;504617050061617;1558401620017;7896714230160;    -     ;    -     ;LIDOGEL;20 MG/G GEL TOP CT BG AL X 30 G
CLORIDRATO DE LIDOCAINA;504617050061717;1558401620025;7896714215617;    -     ;    -     ;LIDOGEL;20 MG/G GEL TOP CX 50 BG AL X 30G (EMB HOSP)
CLORIDRATO DE LIDOCAINA;569921070003204;1650700130012;7908101200288;    -     ;    -     ;NOPASURE;20 MG/ML SOL INJ/DIL INFUS IV/IM/SC/EPI CT FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;569921070003104;1650700130020;7908101200295;    -     ;    -     ;NOPASURE;20 MG/ML SOL INJ/DIL INFUS IV/IM/SC/EPI CT 10 FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;569921090003306;1650700150013;7908101200363;    -     ;    -     ;CLORIDRATO DE LIDOCAINA;20 MG/ML SOL INJ/DIL INFUS IV/IM/SC/EPI CT FA VD TRANS X 20 ML
CLORIDRATO DE LIDOCAINA;569921090003406;1650700150021;7908101200370;    -     ;    -     ;CLORIDRATO DE LIDOCAINA;20 MG/ML SOL INJ/DIL INFUS IV/IM/SC/EPI CT 10 FA VD TRANS X 20 ML
"CLORIDRATO DE LIDOCAINA;CLORETO DE BENZETÔNIO";515100302173427;1068901070011;7896331701104;    -     ;    -     ;ANTIMAIS SÉPTICO;21 MG/ML+ 1,33 MG/ML SOL TOP CT FR PLAS OPC SPRAY X 50 ML
"CLORIDRATO DE LIDOCAINA;CLORIDRATO DE FENILEFRINA";532120070000107;1041100010043;7892525041049;    -     ;    -     ;SS WHITE 100;20MG/ML + 0,4 MG/ML SOL INJ CT 50 CAR PLAS TRANS X 1,8 ML
"CLORIDRATO DE LIDOCAINA;GLICOSE";506715010055703;1029803850021;7896676405286;    -     ;    -     ;XYLESTESIN PESADA;50 MG/ML + 75 MG/ML SOL INJ CX 10 EST 5 AMP VD TRANS X 2 ML
"CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE EPINEFRINA";506715401158415;1029800720338;7896676400632;    -     ;    -     ;XYLESTESIN;10 MG/ML + 9,1 MCG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML
"CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE EPINEFRINA";506715402154413;1029800720346;7896676400663;    -     ;    -     ;XYLESTESIN;20 MG/ML + 9,1 MCG/ML SOL INJ CX 10 EST FA VD TRANS X 20 ML
"CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE EPINEFRINA";528623110002107;1099300140015;7898060520728;    -     ;    -     ;LIDOSTESIM AD;(20 + 0,02) MG/ML SOL INJ BUC CT 50 CAR PLAS PP TRANS X 1,8 ML
"CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE NOREPINEFRINA";506720080084907;1029803840016;7896676401950;    -     ;    -     ;XYLESTESIN COM NOREPINEFRINA;20 MG/ML + 0,04 MG/ML SOL INJ CX 50 CARP PLAS OPC X 1,8 ML USO PROFISSIONAL
"CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE NOREPINEFRINA";528622090001907;1099300030015;7898060520049;    -     ;    -     ;LIDOSTESIM;"20 MG/ML + 0,04 MG/ML SOL INJ CX 50 CARP PLAS OPC X 1,8 ML&nbsp;01"
"CLORIDRATO DE LIDOCAINA;HEMITARTARATO DE NOREPINEFRINA";528622090002007;1099300030023;7898060520032;    -     ;    -     ;LIDOSTESIM;"30 MG/ML + 0,04 MG/ML SOL INJ CX 50 CARP PLAS OPC X 1,8 ML&nbsp;01"
"CLORIDRATO DE LIDOCAINA;PIVALATO DE FLUOCORTOLONA";562621030000917;1642500070031;7898953165296;    -     ;    -     ;ULTRAPROCT LDO;(1,00+ 20,00) MG/G CREM RET CT BG AL X 30 G + APLIC 
"CLORIDRATO DE LIDOCAINA;PIVALATO DE FLUOCORTOLONA";538912080018814;1705600830064;4260085521227;    -     ;    -     ;ULTRAPROCT LDO;(1,00+40,00) MG SUP RET CT STR AL X 10
"CLORIDRATO DE LIDOCAINA;PIVALATO DE FLUOCORTOLONA";541120120002117;1856900140031;5702191025705;    -     ;    -     ;ULTRAPROCT LDO;(1,00+ 20,00) MG/G CREM RET CT BG AL X 30 G + APLIC 
"CLORIDRATO DE LIDOCAINA;POLIDOCANOL";501102101167411;1063900970026;7896641802850;    -     ;    -     ;NENE DENT N;(150,0 + 3,40 + 3,20) MG/G GEL  CT BG AL  X 10 G
"CLORIDRATO DE LIDOCAINA;POLIDOCANOL;MATRICARIA CHAMOMILLA L.";540921100048917;1781709050026;7896094922129;    -     ;    -     ;NENE DENT N;(150,0 + 3,40 + 3,20) MG/G GEL  CT BG AL  X 10 G
"CLORIDRATO DE LIDOCAINA;POLIDOCANOL;MATRICARIA CHAMOMILLA L.";540921100049017;1781709050034;7896094922112;    -     ;    -     ;NENE DENT N;(150,0 + 3,40 + 3,20) MG/G SOL  CT FR PLAS AMB GOT X 10 G
CLORIDRATO DE LIDOCAÍNA MONOIDRATADA;513423050030006;1006302750015;7897406120073;    -     ;    -     ;CLORIDRATO DE LIDOCAÍNA;2% GEL TOP CT BG AL X 30 G + APLIC
CLORIDRATO DE LINCOMICINA;504414010046018;1163701120045;7896014686551;    -     ;    -     ;LINATRON;300 MG/ML SOL INJ CX 50 AMP VD TRANS X 2 ML
CLORIDRATO DE LINCOMICINA;522717110064017;1211003960017;7891268102956;    -     ;    -     ;FRADEMICINA;300 MG/ML SOL INJ CT AMP VD TRANS X 1 ML
CLORIDRATO DE LINCOMICINA;522717110064117;1211003960025;7891268102932;    -     ;    -     ;FRADEMICINA;300 MG/ML SOL INJ CT AMP VD TRANS X 2 ML
CLORIDRATO DE LINCOMICINA;527902302152414;1410700390039;7898216360826;    -     ;    -     ;FARMICINA;300 MG/ML SOL INJ CT AMP VD TRANS X 2 ML
CLORIDRATO DE LINCOMICINA;527903702154412;1410700390047;7898216361004;    -     ;    -     ;FARMICINA;300 MG/ML SOL INJ CX 50 AMP VD TRANS X 2 ML (EMB HOSP)
CLORIDRATO DE LINCOMICINA;504617050060917;1558400850027;7896714240473;    -     ;    -     ;NEO LINCO;300 MG/ML SOL INJ CT AMP VD INC X 2 ML 
CLORIDRATO DE LINCOMICINA;504617100066808;1558402880020;7896714225104;    -     ;    -     ;CLORIDRATO DE LINCOMICINA;300 MG/ML SOL INJ CX 50 AMP VD TRANS X 1 ML
CLORIDRATO DE LINCOMICINA;504617100066708;1558402880039;7896714202969;    -     ;    -     ;CLORIDRATO DE LINCOMICINA;300 MG/ML SOL INJ CT AMP VD TRANS X 2 ML
CLORIDRATO DE LISINA;500515070059807;1057304660018;7896658024627;    -     ;    -     ;RESIST;500 MG CAP CT FR PLAS OPC X 30 
CLORIDRATO DE LISINA;500515070059907;1057304660026;7896658024634;    -     ;    -     ;RESIST;500 MG CAP CT FR PLAS OPC X 60
CLORIDRATO DE LISINA;500515070060007;1057304660034;7896658026508;    -     ;    -     ;RESIST;500 MG CAP CT FR PLAS OPC X 90
CLORIDRATO DE LISINA;536214070004914;1565100400029;7897460400098;    -     ;    -     ;GABALLON;10 MG + 10 MG + 0,4 MG + 0,8 MG + 0,8 MG XPE CT FR VD AMB X 100 ML
CLORIDRATO DE LOPERAMIDA;511503001111412;1004703180019;7897595600851;    -     ;    -     ;DIASEC;2 MG COM CT BL AL PLAS TRANS X 12
CLORIDRATO DE LOPERAMIDA;511515010059206;1004705250014;7897595620279;    -     ;    -     ;CLORIDRATO DE LOPERAMIDA;2 MG COM CT BL AL PLAS PVC TRANS X 12 
CLORIDRATO DE LOPERAMIDA;517609602116417;1053501560013;7898060132297;    -     ;    -     ;INTESTIN;2 MG COM CT BL AL PLAS TRANS X 12
CLORIDRATO DE LOPERAMIDA;517609601111411;1053501560031;7898060132655;    -     ;    -     ;INTESTIN;2 MG COM CT BL AL PLAS TRANS X 200
