SUBSTÂNCIA;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO
"21-ACETATO DE DEXAMETASONA;CLOTRIMAZOL";538912020009303;1705600230032;7891106000956;    -     ;    -     ;BAYCUTEN N;10 MG/G + 0,443 MG/G CREM DERM CT BG AL X 40 G
ABATACEPTE;505107701157215;1018003900019;7896016806469;    -     ;    -     ;ORENCIA;250 MG PO LIOF SOL INJ CT 1 FA + SER DESCARTÁVEL
ABATACEPTE;505113030019605;1018003900027;7896016807442;    -     ;    -     ;ORENCIA;125 MG/ML SOL INJ SC CT SER PREENCHIDA
ABATACEPTE;505113100020505;1018003900078;7896016808197;    -     ;    -     ;ORENCIA;125 MG/ML SOL INJ SC CT 4 SER PREENC VD TRANS + DISPOSITIVO ULTRASAFE PASSIVE + EXTENSORES DE APOIO
ABCIXIMABE;514517110034217;1123634150015;7896212452453;    -     ;    -     ;REOPRO;2 MG/ML SOL INJ CT FA VD INC X 5 ML
ABCIXIMABE;507602501155210;1126000100027;7896382701801;    -     ;    -     ;REOPRO;2 MG/ML SOL INJ CT FA VD INC X 5 ML
ABEMACICLIBE;507619060021902;1126001990018;7896382708442;    -     ;    -     ;VERZENIOS;50 MG COM REV CT BL AL AL X 30
ABEMACICLIBE;507619060022002;1126001990026;7896382708459;    -     ;    -     ;VERZENIOS;50 MG COM REV CT BL AL AL X 60
ABEMACICLIBE;507619060022102;1126001990034;7896382708466;    -     ;    -     ;VERZENIOS;100 MG COM REV CT BL AL AL X 30
ABEMACICLIBE;507619060022202;1126001990042;7896382708473;    -     ;    -     ;VERZENIOS;100 MG COM REV CT BL AL AL X 60
ABEMACICLIBE;507619060022302;1126001990050;7896382708480;    -     ;    -     ;VERZENIOS;150 MG COM REV CT BL AL AL X 30
ABEMACICLIBE;507619060022402;1126001990069;7896382708497;    -     ;    -     ;VERZENIOS;150 MG COM REV CT BL AL AL X 60
ABEMACICLIBE;507619060022502;1126001990077;7896382708503;    -     ;    -     ;VERZENIOS;200 MG COM REV CT BL AL AL X 30
ABEMACICLIBE;507619060022602;1126001990085;7896382708510;    -     ;    -     ;VERZENIOS;200 MG COM REV CT BL AL AL X 60
ABROCITINIBE;522723100092502;1211004910013;7891045164573;    -     ;    -     ;CIBINQO;50 MG COM REV CT FR PLAS PEAD OPC X 30
ABROCITINIBE;522723100092602;1211004910021;7891045164580;    -     ;    -     ;CIBINQO;100 MG COM REV CT FR PLAS PEAD OPC X 30
ABROCITINIBE;522723100092702;1211004910031;7891045164597;    -     ;    -     ;CIBINQO;200 MG COM REV CT FR PLAS PEAD OPC X 30
ACALABRUTINIBE;502319040034002;1161802690010;5000456031998;    -     ;    -     ;CALQUENCE;100 MG CAP DURA CT BL AL AL X 60
ACARBOSE;531619040086803;1356900350024;7894916503754;7896004771793;    -     ;AGLUCOSE;50 MG COM CT BL AL AL X 30
ACARBOSE;531619040086903;1356900350075;7894916503761;7896004771809;    -     ;AGLUCOSE;100 MG COM CT BL AL AL X 30
ACARBOSE;538912050014213;1705600740073;7891106001731;    -     ;    -     ;GLUCOBAY;50 MG COM CT BL AL/AL X 30
ACARBOSE;538912050014313;1705600740091;7891106001748;    -     ;    -     ;GLUCOBAY;100 MG COM CT BL AL/AL X 30
ACEBROFILINA;508017401132117;1004307850011;7891317002688;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;508017402139115;1004307850021;7891317002695;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;508013120101205;1004310860022;7891317485153;    -     ;    -     ;FILINAR G;5 MG/ML GEL OR CT FR PLAS TRANS X 120ML + COL
ACEBROFILINA;508015902134418;1004311580015;7891317181604;    -     ;    -     ;FILINAR;5 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;508015901138411;1004311580023;7891317181611;    -     ;    -     ;FILINAR;10 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;507728901136116;1023506580010;7896004767703;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;507728902132114;1023506580029;7896004767697;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;541819050109207;1023506580037;7896004710464;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;541819050109307;1023506580045;7896004710471;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;520715080095006;1037004620253;7896112191537;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PET AMB X 120 ML + COP
ACEBROFILINA;520715080094906;1037004620296;7896112191490;    -     ;    -     ;ACEBROFILINA;5MG/ML XPE CT FR PET AMB X 120ML + COP
ACEBROFILINA;520733801133414;1037005630031;7896112159254;    -     ;    -     ;DILABRONCO;10MG/ML XPE CT FR PLAS OPC X 120ML + COP
ACEBROFILINA;517120090013307;1038501090013;7898109241287;    -     ;    -     ;LISOMUC;5 MG / ML XPE  CT FR VD AMB X 100 ML + COP
ACEBROFILINA;517113100013304;1038501090021;7898109241959;    -     ;    -     ;LISOMUC;5 MG / ML XPE CT FR PET AMB X 120 ML + COP
ACEBROFILINA;517120090013207;1038501090048;7898109241263;    -     ;    -     ;LISOMUC;10 MG / ML XPE CT FR VD AMB X 100 ML + COP 
ACEBROFILINA;517113100013604;1038501090056;7898109241935;    -     ;    -     ;LISOMUC;10 MG / ML XPE CT FR PET AMB X 120 ML + COP
ACEBROFILINA;517609502138419;1053501620024;7898060132198;    -     ;    -     ;RESPIRAN;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;517618010025206;1053501960011;7899620912748;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;517618010025306;1053501960021;7899620912731;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;552922100151103;1057300190017;7896658047084;    -     ;    -     ;MELYSSE;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML
ACEBROFILINA;552922100151203;1057300190025;7896658047077;    -     ;    -     ;MELYSSE;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML
ACEBROFILINA;552922100151303;1057300190033;7896658046919;    -     ;    -     ;MELYSSE;10 MG/ML XPE CT FR PLAS AMB X 60 ML + COP  X 10 ML
ACEBROFILINA;552922100151403;1057300190041;7896658046902;    -     ;    -     ;MELYSSE;5 MG/ML XPE CT FR PLAS AMB X 60 ML + COP X 10 ML
ACEBROFILINA;500501201132417;1057301270065;7896658002113;    -     ;    -     ;BRONDILAT;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML
ACEBROFILINA;500501202139415;1057301270073;7896658002120;    -     ;    -     ;BRONDILAT;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML
ACEBROFILINA;500501204131314;1057301270091;7896658012167;    -     ;    -     ;BRONDILAT;10 MG/ML XPE CT FR PLAS AMB X 60 ML + COP  X 10 ML
ACEBROFILINA;500501203135316;1057301270111;7896658012174;    -     ;    -     ;BRONDILAT;5 MG/ML XPE CT FR PLAS AMB X 60 ML + COP X 10 ML
ACEBROFILINA;552920020116317;1057306090014;7896181924098;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;552920020116417;1057306090022;7896181924081;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED
ACEBROFILINA;552920020116517;1057306090030;7896181924098;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;552920020116617;1057306090049;7896181924081;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;526116090097106;1058303150030;7896004710488;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;526116090097406;1058303150049;7896004710495;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;525117070031106;1091701050011;7896862980153;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;525117070031206;1091701050021;7896862981464;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;521116040063206;1121303330044;7896181924081;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;607023020084517;1181902750028;7895296271042;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;607023020084617;1181902750044;7895296271035;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;528525712137112;1256801590128;7898148292790;    -     ;    -     ;ACEBROFILINA;5 MG/ ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP
ACEBROFILINA;506409801136113;1438101310011;7896523209111;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED 
ACEBROFILINA;506409802132111;1438101310021;7896523209128;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;506414100028706;1438101310038;7896523209098;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP)
ACEBROFILINA;506414100028606;1438101310046;7896523209104;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP)
ACEBROFILINA;510413402133412;1542301160018;7899095203594;    -     ;    -     ;BRONTEK;10 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;510413401137414;1542301160034;7899095203600;    -     ;    -     ;BRONTEK;5 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;510413301132119;1542301230016;7899095233027;    -     ;    -     ;ACEBROFILINA;10MG/ML XPE CT FR VD AMB X 120ML + COP
ACEBROFILINA;510413302139117;1542301230032;7899095233034;    -     ;    -     ;ACEBROFILINA;5MG/ML XPE CT FR VD AMB X 120ML + COP
ACEBROFILINA;504617030057317;1558403200015;7896714227788;    -     ;    -     ;BRONDYNEO;10 MG/ ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;504617030057417;1558403200023;7896714227771;    -     ;    -     ;BRONDYNEO;5 MG / ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;504617090065718;1558403980010;7896714214115;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;504617090065618;1558403980037;7896714214146;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;538808901132413;1677301840018;7896004767727;    -     ;    -     ;BRONCOLEX;5 MG/ML XPE INF CT FR VD AMB X 120 ML + COP
ACEBROFILINA;538808902139411;1677301840026;7896004767710;    -     ;    -     ;BRONCOLEX;10 MG/ML XPE AD CT FR VD AMB X 120 ML + COP
ACEBROFILINA;538820020071607;1677301840034;7896004710532;    -     ;    -     ;BRONCOLEX;5 MG/ML XPE INF CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;538820020071707;1677301840042;7896004710549;    -     ;    -     ;BRONCOLEX;10 MG/ML XPE AD CT FR PLAS AMB X 120 ML + COP
ACEBROFILINA;538819110068107;1677303210038;7894916140492;    -     ;    -     ;ACEBROFILINA;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED   
ACEBROFILINA;538819110068007;1677303210046;7894916140485;    -     ;    -     ;ACEBROFILINA;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED  
ACEBROFILINA;541518090008304;1883000520011;7898560663505;    -     ;    -     ;DISMUCAL;5 MG/ML GEL OR CT FR PLAS INC X 60ML + COL MED
ACEBROFILINA;541518090008404;1883000520021;7898560663512;    -     ;    -     ;DISMUCAL;5 MG/ML GEL OR CT FR PLAS INC X 120ML + COL MED
ACEBROFILINA;541518100011904;1883000530017;7898560663529;    -     ;    -     ;DISMUCAL;5 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;541518100012004;1883000530025;7898560663536;    -     ;    -     ;DISMUCAL;10 MG/ML XPE CT FR VD AMB X 120 ML + COP
ACEBROFILINA;589021070000517;1887100060015;7898582271696;    -     ;    -     ;RESPIRAN;5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACEBROFILINA;589021070000617;1887100060023;7898582271672;    -     ;    -     ;RESPIRAN;10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED
ACECLOFENACO;508011303163310;1004308170014;7891317412661;    -     ;    -     ;PROFLAM;15 MG/G CREM CT TB AL X 30 G
ACECLOFENACO;508011302116319;1004308170030;7891317411923;    -     ;    -     ;PROFLAM;100 MG COM REV CT BL AL/AL X 12
ACECLOFENACO;508011305115313;1004308170091;7891317440312;    -     ;    -     ;PROFLAM;100 MG COM REV CT BL AL / AL X 6
ACECLOFENACO;508022060163106;1004313070030;7891317020002;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL/AL X 12
ACECLOFENACO;507737301162115;1023508410031;7896004716534;    -     ;    -     ;ACECLOFENACO;15 MG/G CREM DERM CT BG AL X 30 G
ACECLOFENACO;541812090003803;1023509200103;7896004722405;    -     ;    -     ;FEBUPEN;100 MG COM REV CT BL AL AL X 12
ACECLOFENACO;541812070001306;1023510530049;7896004722122;    -     ;    -     ;ACECLOFENACO;100 MG  COM  REV CT BL AL AL X 12
ACECLOFENACO;533512090023004;1039200560043;7898049795611;    -     ;    -     ;CECOFLAN;100 MG COM REV CT ENV AL X 12 
ACECLOFENACO;533514080027106;1039201720011;7898049795260;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT ENV AL X 12
ACECLOFENACO;526127601169113;1058305410031;7896004716541;    -     ;    -     ;ACECLOFENACO;15 MG/G CREM DERM CT BG AL X 30 G 
ACECLOFENACO;526112070085006;1058307420040;7896004722146;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL AL X 12
ACECLOFENACO;526112070085106;1058307420083;7896004722153;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL AL X 24
ACECLOFENACO;607023010081117;1181902820026;7895296118064;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL AL X 12
ACECLOFENACO;607023010081217;1181902820042;7895296118088;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL AL X 24
ACECLOFENACO;607023030087417;1181903020015;7895296444965;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL PLAS OPC X 6 
ACECLOFENACO;607023030087617;1181903020023;7895296444972;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL PLAS OPC X 12
ACECLOFENACO;607023030087117;1181903020031;7895296444989;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL PLAS OPC X 16
ACECLOFENACO;607023030087217;1181903020041;7895296444996;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL PLAS OPC X 24
ACECLOFENACO;607023030087517;1181903020058;7895296444934;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL AL X 6
ACECLOFENACO;607023030087717;1181903020066;7895296309011;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL AL X 12
ACECLOFENACO;607023030087017;1181903020074;7895296444941;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL AL X 16 
ACECLOFENACO;607023030087317;1181903020082;7895296444958;    -     ;    -     ;ACEFLOR;100 MG  COM  REV CT BL AL AL X 24
ACECLOFENACO;529900101113114;1235201000025;7897076909312;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT STR AL X 12
ACECLOFENACO;529900102111115;1235201000033;7897076909343;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT STR AL X 24
ACECLOFENACO;506419070036906;1438102140020;7896523227092;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT STR AL X 12
ACECLOFENACO;506421060048806;1438102140179;7896523227092;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL AL X 12
ACECLOFENACO;538620020002907;1564900120030;7898912190048;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL AL X 12
ACECLOFENACO;538620020003007;1564900120049;7898912190055;    -     ;    -     ;ACECLOFENACO;100 MG COM REV CT BL AL AL X 24
ACECLOFENACO;536218030008706;1565100640011;7898940658800;    -     ;    -     ;ACECLOFENACO;100 MG COM CT BL AL/AL X 12
ACECLOFENACO;538813080046904;1677300650101;7896004722726;    -     ;    -     ;ACECLO-GRAN;100 MG COM REV CT BL AL AL X 12
ACEPONATO DE METILPREDNISOLONA;538912050016413;1705600850014;7795320050127;    -     ;    -     ;ADVANTAN;1 MG/G CREM DERM CT BG AL X 15 G
ACEPONATO DE METILPREDNISOLONA;538912050012613;1705600850091;7891106910712;    -     ;    -     ;ADVANTAN;1 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML
ACEPONATO DE METILPREDNISOLONA;538912050012713;1705600850154;7795320050646;    -     ;    -     ;ADVANTAN;1 MG/G EMU DERM CT BG AL X 20 G
ACEPONATO DE METILPREDNISOLONA;541121020002517;1856900100011;5702191025583;    -     ;    -     ;ADVANTAN;1 MG/G CREM DERM CT BG AL X 15 G
ACEPONATO DE METILPREDNISOLONA;541121020002617;1856900100054;5702191025538;    -     ;    -     ;ADVANTAN;1 MG/ML SOL TOP CT FR PLAS OPC GOT X 20 ML
ACEPONATO DE METILPREDNISOLONA;541121020002717;1856900100070;5702191025590;    -     ;    -     ;ADVANTAN;1 MG/G EMU DERM CT BG AL X 20 G
ACETATO DE ABIRATERONA;523719020039704;1003302030018;7896094210189;    -     ;    -     ;ZOSTIDE;250 MG COM CT BL AL PLAS PVC/PVDC TRANS X 120
ACETATO DE ABIRATERONA;508018120124204;1004312590022;7891317003814;    -     ;    -     ;MATIZ;250 MG COM CT BL AL PLAS TRANS X 120
ACETATO DE ABIRATERONA;511520020070707;1004706190015;7897595633545;    -     ;    -     ;ACETATO DE ABIRATERONA;250 MG COM CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;506723010097304;1029805760011;7896676438888;    -     ;    -     ;ABMETHA;250 MG COM CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;514512020025102;1123634010019;7896212424351;    -     ;    -     ;ZYTIGA;250 MG COM CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;514519020035403;1123634200012;7896212452415;    -     ;    -     ;ZYTIGA®;500 MG COM REV CT FR PLAS PEAD OPC X 60
ACETATO DE ABIRATERONA;529921010070707;1235202770010;7897076922755;    -     ;    -     ;VENOMY;250 MG COM CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;532418120023506;1468200680013;7898272945166;    -     ;    -     ;ACETATO DE ABIRATERONA;250 MG COM CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;532419070024903;1468200780018;7898272945319;    -     ;    -     ;ABBA;250 MG COM CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;507518030008206;1514300280014;8901148240032;    -     ;    -     ;ACETATO DE ABIRATERONA;250 MG COM REV CT FR PLAS PEAD OPC X 30
ACETATO DE ABIRATERONA;507518030008306;1514300280022;8901148240049;    -     ;    -     ;ACETATO DE ABIRATERONA;250 MG COM REV CT FR PLAS PEAD OPC X 60
ACETATO DE ABIRATERONA;507518030008406;1514300280030;8901148240056;    -     ;    -     ;ACETATO DE ABIRATERONA;250 MG COM REV CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;507518100008703;1514300340033;8901148244887;    -     ;    -     ;BALEFIO;250 MG COM REV CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;507523100020004;1514300340041;8901148262904;    -     ;    -     ;BALEFIO;500 MG COM REV CT FR PLAS PEAD OPC X 60
ACETATO DE ABIRATERONA;537519060007704;1557300490217;7898587901260;    -     ;    -     ;RARIJA;250 MG COM REV CT FR PLAS PEAD OPC X 120
ACETATO DE ABIRATERONA;537520090009107;1557300510013;7898587901598;    -     ;    -     ;ACETATO DE ABIRATERONA;250 MG COM REV CT FR PLAS PEAD OPC X 120
ACETATO DE ATOSIBANA;521401102151314;1287600100018;7896165600222;    -     ;    -     ;TRACTOCILE;7,5 MG/ML SOL INJ CT FA VD TRANS X 0,9 ML
ACETATO DE ATOSIBANA;521401101155316;1287600100026;7896165600239;    -     ;    -     ;TRACTOCILE;7,5 MG/ML SOL DIL INFUS CT FA VD TRANS X 5 ML
ACETATO DE ATOSIBANA;521419110007907;1287600220021;7896165601397;    -     ;    -     ;ACETATO DE ATOSIBANA;7,5 MG/ML SOL DIL INFUS CT FA VD TRANS X 5 ML
ACETATO DE ATOSIBANA;538018050025806;1553700510018;7898947385785;    -     ;    -     ;ACETATO DE ATOSIBANA;7,50 MG/ML SOL DIL INJ CT FA VD TRANS X 5 ML
ACETATO DE ATOSIBANA;538018030025304;1553700580016;7898565581927;    -     ;    -     ;ATTOSY;7,50 MG/ML SOL DIL INJ CT FA VD TRANS X 5 ML
"ACETATO DE BAZEDOXIFENO;ESTROGÊNIOS CONJUGADOS";522718110082501;1211004420016;7891045031240;    -     ;    -     ;DUAVIVE;0,45 MG + 20 MG COM REV LIB PROL CT ENV AL BL AL PLAS TRANS X 30
ACETATO DE CASPOFUNGINA;508019120125807;1004311070017;7891317140144;    -     ;    -     ;ACETATO DE CASPOFUNGINA;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS
ACETATO DE CASPOFUNGINA;508019120125907;1004311070051;7891317170929;    -     ;    -     ;ACETATO DE CASPOFUNGINA;70 MG PO LIOF SOL INFUS IV  CT FA VD TRANS
ACETATO DE CASPOFUNGINA;508016110114504;1004311560014;7891317140106;    -     ;    -     ;BERK;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS
ACETATO DE CASPOFUNGINA;508019050125903;1004311560057;7891317170967;    -     ;    -     ;BERK;70 MG PO LIOF SOL INFUS IV CT FA VD TRANS
ACETATO DE CASPOFUNGINA;527322080022707;1017102260011;7897572020122;    -     ;    -     ;CANCIDAS;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS
ACETATO DE CASPOFUNGINA;527322080023307;1017102260028;7897572020139;    -     ;    -     ;CANCIDAS;70 MG PO LIOF SOL INFUS IV CT FA VD TRANS
ACETATO DE CASPOFUNGINA;507523040019704;1514300760016;8901148261525;    -     ;    -     ;KAZFONA;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS
ACETATO DE CASPOFUNGINA;507523040019804;1514300760024;8901148261532;    -     ;    -     ;KAZFONA;70 MG PO LIOF SOL INFUS IV CT FA VD TRANS
ACETATO DE CETRORRELIX;525421701150311;1008903690013;7891721022548;    -     ;    -     ;CETROTIDE;0,25 MG PO LIOF SOL SC INJCT FA VD TRANS + 1 SER DIL + 2 AGU+ 2 LEN
ACETATO DE CIPROTERONA;519508101118111;1064601740019;7898149934514;    -     ;    -     ;ACETATO DE CIPROTERONA;50 MG COM CT BL AL PLAS TRANS X 20
ACETATO DE CIPROTERONA;538912050012813;1705600660037;7891106907460;7891106907484;7891106913904;ANDROCUR;50 MG COM CT BL AL PLAS TRANS X 20
ACETATO DE CIPROTERONA;538912050012913;1705600660061;7891106907491;7891106913898;    -     ;ANDROCUR;100 MG COM CT BL AL PLAS TRANS X 20
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";508014103114418;1004305980041;7891317465667;    -     ;    -     ;SELENE;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 21 
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";508014104110416;1004305980058;7891317465650;    -     ;    -     ;SELENE;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 63 
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";525403301111418;1008902470028;7891721010026;    -     ;    -     ;DICLIN;(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 21
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";525403302118416;1008902470036;7891721015366;    -     ;    -     ;DICLIN;(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";525420010051107;1008903880017;7891721029424;    -     ;    -     ;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 21
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";525420010051207;1008903880025;7891721029417;    -     ;    -     ;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 63
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";541818070086104;1023512350013;7896004761800;    -     ;    -     ;JAQUE;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21 
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";541822090184603;1023512350021;7896004786292;    -     ;    -     ;JAQUE;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";541822120189906;1023514000011;7896004785363;    -     ;    -     ;ACETATO DE CIPROTERONA+ETINILESTRADIOL;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21 
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";541822120190006;1023514000028;7896004785370;    -     ;    -     ;ACETATO DE CIPROTERONA+ETINILESTRADIOL;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";533021070074103;1049714690013;7896006221043;    -     ;    -     ;TESS;(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 21
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";552922020142217;1057307670014;7898907313858;    -     ;    -     ;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 21 
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";552922020142317;1057307670030;7898907313872;    -     ;    -     ;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 63
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";552922020142817;1057307680011;7898907313780;    -     ;    -     ;DUNIA 35;(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS  X 21 
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";552922020142917;1057307680036;7898907313803;    -     ;    -     ;DUNIA 35;(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";506317020030004;1156001890015;7898956544142;    -     ;    -     ;SISSY;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";506317020030104;1156001890031;7898956544159;    -     ;    -     ;SISSY;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63
